"","CYA21V001","PERC_CYEA07V001","PERC_CYEA07V004","store_performance","TOT_NUM_LEADS","NUM_CONVERTED_TO_AGREEMENT","URBANICITY","NUM_EMP_PAY_TYPE_H","MARKETING_EXP_2012","AVG_PAY_RATE_PAY_TYPE_H","AVG_PAY_RATE_PAY_TYPE_S","FRONTAGE_ROAD","SQUARE_FEET","NUM_CUST_ACC_REPS","TOT_ATTRITION_2013","NUM_STORE_MANAGERS"
"1370",52.34,0.6129149125,0.1264582743,"LOW",9394,192,"Urban",4,423.89,11.4725,43000,"No",4500,15,3,3
"1371",50.41,0.6051443302,0.1274383274,"HIGH",10521,286,"Urban",3,642.55,11.783333333,44000,"No",6000,8,1,2
"1372",58.59,0.7798867732,0.0711661158,"LOW",8597,256,"Suburban",3,662.67,12.613333333,46000,"Yes",3600,12,2,1
"1373",57.36,0.924804167,0.0198698804,"LOW",11503,322,"Suburban",4,598.58,12.795,65000,"No",6400,7,3,2
"1374",51.79,0.8597473425,0.038248531,"LOW",8748,292,"Emerging suburban",3,669.62,12.676666667,41000,"No",4346,1,0,2
"1375",90.75,0.6937992714,0.2584375783,"LOW",14226,389,"Emerging suburban",4,564.98,11.83,45000,"No",8000,4,0,1
"1376",67.11,0.4113100945,0.513206332,"HIGH",11867,322,"Suburban",4,1045.4,10.245,49000,"No",3400,14,5,0
"1377",125.88,0.5025810721,0.4739024928,"LOW",14934,441,"Emerging suburban",4,1381.06,11.4775,45000,"No",7000,6,2,0
"1378",75.77,0.5117281684,0.4471234452,"LOW",13558,305,"Emerging suburban",4,1518.52,12.1275,44000,"Yes",6900,15,3,2
"1379",53.4,0.5077037773,0.4337102386,"HIGH",13223,324,"Emerging suburban",3,1137.35,11.056666667,42000,"No",3720,6,3,3
"1380",36.7,0.5146549235,0.3496101646,"HIGH",14201,422,"Suburban",4,771.29,11.2925,55000,"Yes",4500,7,5,3
"1381",80.24,0.6183653604,0.3119005173,"LOW",16057,370,"Emerging suburban",3,737.56,11.32,47000,"No",5320,2,1,1
"1382",91.81,0.4416110538,0.5022697267,"LOW",9796,365,"Emerging suburban",4,640.87,10.6875,42000,"Yes",3400,17,1,2
"1383",320.05,0.4220149647,0.5474233323,"LOW",8805,389,"Rural",4,2277.09,10.325,45000,"Yes",3000,13,5,1
"1384",47.91,0.515805491,0.4236067934,"HIGH",8836,362,"Emerging suburban",4,409.18,10.7,42000,"No",5000,6,0,1
"1385",72.22,0.5944297605,0.3314450274,"LOW",10618,415,"Suburban",5,736.33,10.456,41000,"Yes",4193,7,3,2
"1386",57.91,0.5975613753,0.2231997116,"HIGH",13127,384,"Suburban",4,2247.1,11.055,48000,"Yes",3960,8,1,2
"1387",43.82,0.8678979893,0.0739024165,"LOW",11673,482,"Emerging suburban",4,584.72,10.6875,44000,"Yes",4500,10,3,4
"1388",65.39,0.4386087303,0.5199322304,"LOW",17296,594,"Emerging suburban",4,530.45,10.5225,47000,"No",4800,3,0,0
"1389",77.42,0.8789220097,0.0619829913,"LOW",9875,329,"Emerging suburban",3,451.77,10.42,45000,"No",5200,12,3,2
"1390",73.72,0.702523638,0.2350469862,"HIGH",12568,490,"Suburban",4,619.95,11.0625,52000,"Yes",5500,4,2,1
"1391",74.87,0.7393691218,0.1924123358,"LOW",8908,322,"Suburban",4,429.57,11.715,45000,"Yes",5900,10,0,2
"1392",80.69,0.7775931176,0.1557206635,"HIGH",12532,397,"Suburban",4,902.12,11.705,50000,"Yes",4000,7,1,0
"1393",60.36,0.9059849153,0.0475462827,"LOW",10766,503,"Emerging suburban",5,558.33,11.268,56000,"No",6000,10,2,1
"1394",65.35,0.0845564627,0.8765021558,"HIGH",10269,433,"Suburban",4,480.96,10.43,41000,"Yes",4800,11,3,3
"1395",57.65,0.2568003688,0.6970176696,"LOW",10502,290,"Suburban",4,787.37,10.4475,40000,"Yes",5000,9,5,3
"1396",56.06,0.2096142019,0.749245018,"HIGH",9177,377,"Suburban",3,797.31,11.06,42000,"Yes",6000,3,0,4
"1397",57.59,0.3988317594,0.5130919511,"HIGH",12532,510,"Suburban",4,363.07,12.0025,51000,"No",8003,6,4,0
"1398",39.45,0.2731703617,0.6314362116,"LOW",12238,369,"Suburban",6,1025.97,12.031666667,60000,"No",4310,8,4,1
"1399",50.89,0.1294322132,0.8338258015,"HIGH",6460,272,"Suburban",4,611.08,10.5475,50000,"Yes",4500,9,3,1
"1400",69.41,0.8255759615,0.0515911959,"LOW",13004,515,"Emerging suburban",5,312.21,10.364,50000,"Yes",4800,12,4,1
"1401",96.01,0.770021054,0.1414652293,"LOW",19275,598,"Suburban",5,1260.29,11.396,48000,"Yes",5250,6,3,3
"1402",71.7,0.3296892388,0.6055619668,"HIGH",13015,396,"Suburban",3,931.2,11.67,46000,"Yes",6000,15,0,6
"1403",76.25,0.9037497352,0.0112280206,"LOW",18115,623,"Emerging suburban",4,1186.51,11.28,51000,"Yes",4654,7,4,1
"1404",71.51,0.6918953193,0.174118054,"LOW",17932,511,"Emerging suburban",5,260.51,11.342,49000,"Yes",4404,7,4,1
"1405",91.03,0.7572002425,0.1628012733,"HIGH",17443,683,"Emerging suburban",5,2965.78,10.784,50000,"Yes",5200,11,5,1
"1406",117.16,0.721339247,0.0926734918,"LOW",11895,418,"Suburban",3,772.97,11.516666667,42000,"No",5000,4,0,1
"1407",110.53,0.8103906303,0.0554870455,"LOW",11969,389,"Suburban",3,837.36,12.123333333,50000,"Yes",4736,6,1,1
"1408",43.01,0.5506743376,0.179215392,"HIGH",13126,644,"Urban",4,552.65,11.1975,43000,"No",6711,7,1,4
"1409",58.7,0.4863429911,0.2160565776,"HIGH",9634,328,"Urban",4,640.07,10.5625,43000,"No",4250,10,5,5
"1410",153.69,0.7273848051,0.126881389,"LOW",10573,463,"Emerging suburban",4,1036,11.07,48000,"No",4500,5,3,2
"1411",36.23,0.6827760193,0.0744814415,"HIGH",10734,298,"Urban",3,853.32,10.89,48000,"Unable to determine",3400,5,5,1
"1412",60.46,0.6156585887,0.1307029142,"LOW",13644,432,"Urban",4,333.29,11.62,44000,"No",4712,10,9,3
"1413",67.9,0.6107890663,0.1691356769,"HIGH",10100,363,"Emerging suburban",4,1288.48,11.2775,46000,"No",3600,16,6,2
"1414",59.64,0.2474436842,0.58745291,"HIGH",8105,273,"Emerging suburban",3,1032.48,12,0,"Yes",4623,0,0,0
"1415",118.54,0.8084444144,0.1053521889,"HIGH",8637,407,"Emerging suburban",4,381.72,11.62,45000,"No",6868,6,1,3
"1416",50.1,0.8780728434,0.0040782727,"LOW",15864,366,"Suburban",4,1257.03,11.245,44000,"No",4000,6,1,2
"1417",93.71,0.7900746596,0.1125541126,"LOW",12349,586,"Emerging suburban",5,667.3,11.922,50000,"No",4150,7,0,2
"1418",99.95,0.7201704728,0.0910899732,"HIGH",10257,352,"Emerging suburban",4,787.46,11.1825,50000,"Yes",4425,9,3,0
"1419",80.53,0.8112143268,0.0424125916,"HIGH",9514,333,"Suburban",3,811.45,10.75,43000,"No",3600,10,3,3
"1420",70.43,0.4419023807,0.2913394282,"LOW",8563,444,"Urban",4,419.25,10.975,43000,"Yes",5000,9,2,4
"1421",46.35,0.5177351069,0.1887957171,"HIGH",13019,620,"Urban",5,762.34,12.228,60000,"Yes",4720,6,2,1
"1422",76.83,0.3305604528,0.4207872218,"HIGH",11658,394,"Urban",4,660.58,12.04,60000,"Yes",4800,4,0,1
"1423",64.28,0.245808577,0.5480381199,"LOW",12674,315,"Urban",4,915.69,10.8075,48400,"No",4108,9,3,1
"1424",62.36,0.6593065936,0.0630392474,"HIGH",10004,416,"Suburban",3,765.65,11.596666667,44000,"Yes",3500,5,0,1
"1425",47.59,0.5560097968,0.1390101802,"LOW",9776,347,"Urban",3,724.75,11.403333333,44000,"Yes",4380,4,0,1
"1426",37.15,0.6777869288,0.1503633198,"LOW",11886,292,"Urban",3,1218.62,11.64,50000,"Yes",5870,5,2,5
"1427",57.88,0.3810587337,0.3778636588,"LOW",9981,357,"Urban",4,1129.02,10.5,43000,"No",4395,7,6,1
"1428",45.59,0.7108289744,0.111675014,"HIGH",7219,328,"Urban",4,681.94,11.54,43000,"Yes",4357,10,0,2
"1429",77.33,0.31833966,0.4976319128,"LOW",12600,387,"Suburban",4,1436.33,11.9175,60000,"Yes",3497,3,0,1
"1430",81.51,0.732140832,0.1057889582,"LOW",12213,474,"Suburban",4,692.74,11.23,44000,"Yes",3600,14,0,2
"1431",89.89,0.7319496158,0.0798463123,"LOW",11295,333,"Suburban",4,638.84,10.5625,42000,"Yes",4189,6,3,2
"1432",56.42,0.8143801121,0.0282627795,"HIGH",13762,408,"Suburban",3,926.66,11.943333333,47000,"No",6180,7,2,2
"1433",30.62,0.8268297466,0.0288371979,"LOW",18639,572,"Urban",4,1203.17,11.03,46000,"Yes",4282,5,1,2
"1434",76.92,0.6897845916,0.0784978277,"LOW",13195,508,"Suburban",4,1389.24,12.36,55000,"Yes",6695,5,1,2
"1435",46.36,0.3960503321,0.3639986019,"HIGH",8409,294,"Suburban",4,687.1,10.5,41000,"Yes",3488,7,2,3
"1436",71.14,0.4751324278,0.2940103469,"LOW",9899,425,"Suburban",5,1443.5,11.098,44000,"No",3226,6,3,1
"1437",69.32,0.4385431226,0.344235249,"LOW",7034,226,"Suburban",3,1000.36,10.64,41000,"No",4715,12,3,3
"1438",61.14,0.5799219371,0.1932374683,"HIGH",10402,313,"Suburban",5,637.31,10.5,46000,"No",4101,11,4,1
"1439",125.7,0.9134278148,0.006406127,"LOW",10615,541,"Emerging suburban",4,1962.34,11.045,43000,"Yes",5400,7,0,0
"1440",59.62,0.5499342849,0.1460280588,"LOW",8803,352,"Suburban",3,903.31,10.7,44000,"No",7000,8,9,1
"1441",64.95,0.6894055153,0.083846842,"LOW",5971,310,"Suburban",3,437.94,11.086666667,45000,"No",8500,7,3,4
"1442",60.88,0.7078326344,0.0671392851,"HIGH",7745,239,"Suburban",3,520.85,12.076666667,43000,"Yes",7000,1,1,2
"1443",135,0.874939263,0.0079510217,"LOW",13799,439,"Emerging suburban",4,1158.49,11.81,50000,"No",4500,6,1,1
"1444",51.62,0.493560727,0.2303169516,"HIGH",12435,489,"Urban",4,1288.26,10.9025,49000,"No",3050,15,3,1
"1445",44.67,0.5339341502,0.239435834,"LOW",10754,524,"Urban",4,685.57,11.0725,42000,"No",4200,4,0,2
"1446",51.64,0.2825604883,0.5102533702,"LOW",9599,337,"Suburban",4,705.67,12.3875,40000,"Yes",4130,10,3,3
"1447",39.98,0.464600794,0.3035885726,"HIGH",9525,333,"Urban",4,1019.15,11.7475,48000,"Yes",4252,4,5,4
"1448",62.98,0.5085981239,0.2074768127,"HIGH",6814,297,"Suburban",3,826.71,11.58,39000,"Yes",3670,6,1,4
"1449",76.28,0.5304620298,0.2243744445,"LOW",9894,408,"Urban",4,1467.33,12.95,47000,"No",4000,6,3,0
"1450",54.85,0.4780720647,0.2184829755,"LOW",11433,329,"Urban",3,678.3,11.763333333,43000,"Yes",3503,10,1,1
"1451",60.62,0.6495963455,0.1175387783,"LOW",12583,355,"Urban",4,1328.43,13.4825,50000,"No",4070,5,0,1
"1452",27.17,0.4384077607,0.315934587,"HIGH",9784,240,"Urban",3,293.1,10.703333333,40000,"Yes",4000,7,4,4
"1453",60.9,0.4107228792,0.2878642674,"HIGH",12680,480,"Urban",4,1758.06,11.21,48000,"No",3525,4,0,1
"1454",46.28,0.4626948314,0.3042216058,"LOW",14409,384,"Urban",4,788.8,10.8175,51000,"No",4740,7,6,2
"1455",33.98,0.5568873668,0.1154680365,"LOW",10436,357,"Urban",4,325.3,11.365,45000,"No",3500,11,5,1
"1456",31.35,0.3748984672,0.257388969,"LOW",10855,395,"Urban",5,912.98,11.692,43000,"Yes",5056,15,4,1
"1457",35.93,0.6695702028,0.0579577956,"LOW",10536,323,"Urban",4,973.21,11.6875,60000,"No",3500,5,1,2
"1458",89.67,0.548897691,0.1822801523,"LOW",12143,346,"Suburban",4,1094.7,12.26,43000,"Yes",4239,7,4,4
"1459",39.5,0.6922247989,0.1189285129,"LOW",7698,308,"Urban",3,2303.15,10.98,40000,"No",4700,6,2,2
"1460",164.18,0.6337685705,0.2476718457,"HIGH",9438,354,"Emerging suburban",3,619.75,11.006666667,42000,"No",4355,5,2,2
"1461",37.55,0.5159437316,0.1470790168,"HIGH",9885,185,"Suburban",3,1412.5,12.853333333,51000,"Yes",4213,8,2,4
"1462",61.27,0.5210435079,0.2778140896,"HIGH",12084,530,"Suburban",3,763.95,11.833333333,47000,"Yes",3300,8,4,0
"1463",354.45,0.7957022256,0.0396316193,"LOW",9198,421,"Emerging suburban",3,1098.21,10.583333333,42000,"Yes",5000,9,5,2
"1464",71.52,0.8728585893,0.0041028462,"LOW",17006,621,"Suburban",5,613.28,11.658,51000,"No",3300,14,1,2
"1465",55.22,0.8850281605,0.004506901,"LOW",15337,626,"Suburban",5,712.77,11.856,51000,"No",3000,9,0,3
"1466",87.44,0.7349285252,0.0954874881,"LOW",11764,379,"Suburban",4,326.09,10.9875,46000,"Yes",4544,6,1,1
"1467",56.75,0.5412670565,0.3025341131,"LOW",9473,312,"Emerging suburban",3,2992.5,10.493333333,48010.7,"Yes",4000,13,5,4
"1468",85.11,0.6723445901,0.1778118246,"LOW",9690,506,"Suburban",4,796.96,10.875,44000,"No",5002,8,1,3
"1469",48.23,0.8392509445,0.009749199,"HIGH",9020,343,"Suburban",3,968.9,12.35,0,"Yes",4070,5,2,1
"1470",62.24,0.7530866694,0.0688319699,"HIGH",9795,305,"Suburban",4,865.56,11.6375,51000,"Yes",4000,20,6,3
"1471",107.41,0.5919126015,0.2540272615,"HIGH",9353,278,"Emerging suburban",2,763.24,9.75,41000,"Yes",6000,8,6,4
"1472",106.25,0.7503987089,0.0560186064,"HIGH",9353,412,"Suburban",3,528.47,12.333333333,51000,"No",6000,11,6,3
"1473",33.72,0.7994904639,0.0263365462,"HIGH",11364,348,"Suburban",4,790.43,11.8175,49000,"Yes",3588,7,5,0
"1474",67.02,0.5839763098,0.2441363622,"LOW",10140,426,"Emerging suburban",4,871.41,10.5,55000,"Yes",5470,8,4,0
"1475",36.21,0.5608555083,0.1485617326,"LOW",8137,253,"Urban",4,463.28,11.425,44000,"Yes",4386,6,2,3
"1476",42.56,0.7244985156,0.0798956837,"HIGH",15863,671,"Urban",5,737.38,11.11,55000,"No",5400,14,2,5
"1477",91.46,0.7435555776,0.0298383418,"HIGH",12391,626,"Urban",5,702.57,10.942,50000,"No",4800,15,5,2
"1478",46.66,0.7357506397,0.0373510604,"LOW",9806,636,"Urban",4,1379.14,10.98,45000,"Yes",3852,10,8,2
"1479",47.83,0.7169389721,0.0384465921,"LOW",8976,577,"Urban",4,674.36,12.13,46000,"No",5000,7,3,4
"1480",67.71,0.7351760267,0.050048436,"HIGH",16388,706,"Urban",7,597.25,10.998571429,51000,"No",5181,8,0,1
"1481",97.1,0.7381148579,0.0338495922,"HIGH",11432,686,"Urban",4,710.78,11.14,43000,"Yes",3600,6,1,2
"1482",34.77,0.7328109419,0.031232125,"HIGH",11674,672,"Urban",5,705.43,10.854,48000,"No",2835,9,3,1
"1483",61.18,0.7382799373,0.0456830402,"HIGH",12624,535,"Urban",4,793.04,11.32,43000,"Yes",5000,7,5,4
"1484",81.32,0.6102896983,0.1744921265,"LOW",10125,511,"Suburban",4,780.75,11.1375,46503.6,"Yes",4555,17,5,1
"1485",43.66,0.7438348695,0.0513046865,"LOW",11557,568,"Urban",4,443.87,10.5,45000,"No",7200,17,9,3
"1486",55.56,0.7311808666,0.0990262552,"LOW",10024,343,"Suburban",3,719.67,10.81,42000,"No",3987,8,6,1
"1487",105.28,0.7285391488,0.0394355881,"HIGH",12448,528,"Suburban",5,820.67,11.532,48000,"No",5356,9,3,1
"1488",133.27,0.7575828827,0.0939065637,"HIGH",18605,776,"Emerging suburban",4,1319.19,11.595,53000,"No",5000,6,3,0
"1489",33.78,0.6849110646,0.041940453,"LOW",9941,424,"Urban",4,927.07,10.6475,48000,"No",2815,11,4,1
"1490",143.16,0.8657920792,0.0188613861,"LOW",10407,525,"Emerging suburban",4,1394.61,11.315,45000,"No",6811,7,1,0
"1491",111.61,0.5704618609,0.3629912419,"LOW",14329,412,"Emerging suburban",3,530.86,12.933333333,55000,"No",4247,9,3,2
"1492",59.43,0.5608531371,0.3033210699,"LOW",8590,382,"Emerging suburban",4,526.59,12.7525,42000,"Yes",4540,9,1,1
"1493",91.46,0.570147281,0.2941033664,"HIGH",7497,285,"Emerging suburban",3,1080.18,11.063333333,42000,"Yes",4200,3,1,1
"1494",72.09,0.771863981,0.0677371026,"LOW",11618,373,"Emerging suburban",4,609.6,11.355,49000,"Yes",4900,6,0,2
"1495",123.98,0.5845877039,0.2469231982,"HIGH",10417,317,"Suburban",4,445.4,10.0625,41000,"No",4685,7,5,2
"1496",77.81,0.8582879862,0.0041499478,"LOW",12891,575,"Suburban",4,612.73,11.3825,46000,"No",8758,11,4,1
"1497",59.46,0.8045892663,0.0729456259,"LOW",9905,288,"Emerging suburban",4,440.93,10.575,45000,"Yes",5000,6,2,2
"1498",97.15,0.8187273802,0.0176680946,"LOW",17843,565,"Urban",4,472.69,12.3,49000,"No",5130,14,6,2
"1499",52.63,0.8208747131,0.0159477489,"LOW",9419,215,"Suburban",4,739.93,10.605,43000,"Yes",4462,8,3,2
"1500",83.77,0.8479035609,0.0074201949,"LOW",15644,519,"Suburban",4,1472.63,11.1625,47000,"Yes",3110,7,3,1
"1501",66.09,0.8467672292,0.0078100869,"LOW",12339,359,"Suburban",4,605.82,14.195,42000,"Yes",6464,9,3,1
"1502",80.18,0.6765394383,0.0333066334,"HIGH",14336,610,"Suburban",4,660.48,12.605,44000,"Yes",5700,6,0,1
"1503",51.62,0.7867430562,0.0265725162,"LOW",17632,594,"Urban",4,1392.56,12.805,45000,"No",4864,8,1,1
"1504",76.35,0.7416648431,0.0292526209,"HIGH",12973,414,"Suburban",3,740.52,13.456666667,42000,"No",4400,6,5,3
"1505",125.96,0.8711127483,0.0166781449,"LOW",15165,344,"Suburban",4,864.01,10.7925,44000,"Yes",4496,5,3,2
"1506",120.09,0.6504179558,0.0233919265,"LOW",14680,563,"Urban",4,1099.48,14.1025,49000,"Yes",5267,7,2,2
"1507",31.17,0.5839548263,0.1945894595,"HIGH",11789,386,"Suburban",5,376.11,14.24,52000,"No",4200,3,3,0
"1508",16.25,0.5067449506,0.2161448198,"LOW",13509,309,"Superurban",4,356.79,12.5125,45000,"Yes",4000,9,2,4
"1509",15.75,0.6373683272,0.0815883067,"HIGH",12446,343,"Superurban",3,551.36,13.956666667,44000,"No",3200,4,2,4
"1510",52.71,0.7275986201,0.1354732263,"LOW",10318,346,"Emerging suburban",4,870.21,12.5775,49000,"No",3200,11,3,1
"1511",56.37,0.6720840301,0.2211190078,"HIGH",9388,397,"Emerging suburban",4,695.83,11.1025,46000,"No",5443,5,1,1
"1512",65.53,0.4004651428,0.5352566846,"LOW",10069,368,"Emerging suburban",4,988.9,12.0275,51000,"No",4500,2,0,0
"1513",74.86,0.7031261658,0.1816011341,"HIGH",9934,371,"Suburban",4,669.35,11.9675,45000,"No",3500,6,0,3
"1514",52.76,0.3724857673,0.5498713971,"HIGH",8176,319,"Suburban",3,572.3,11.72,41000,"Yes",4000,4,0,2
"1515",78.93,0.6602134355,0.2766794363,"LOW",16351,657,"Emerging suburban",5,757.55,11.758,51000,"Yes",8663,8,1,2
"1516",61.49,0.5955182966,0.1289940074,"HIGH",11505,352,"Suburban",4,683.64,12.01,47000,"No",3200,10,4,3
"1517",39.19,0.3836668087,0.5382846853,"HIGH",9957,347,"Suburban",4,159.92,10.8375,45000,"Yes",3370,10,4,2
"1518",38.38,0.516861624,0.3509432443,"LOW",12850,332,"Suburban",4,721.34,10.71,43000,"Yes",3530,8,3,1
"1519",38.24,0.4911225348,0.3957762526,"LOW",10871,310,"Urban",3,760.48,11.203333333,52000,"Yes",3847,3,0,1
"1520",299.35,0.6034013605,0.3180952381,"LOW",8158,273,"Rural",3,672.01,11.32,44987.8,"Yes",4000,4,2,2
"1521",51.25,0.3531461237,0.5095899747,"HIGH",14424,671,"Suburban",5,525.1,11.514,51000,"Yes",7163,5,0,1
"1522",78.74,0.2706166023,0.6715827859,"LOW",9995,276,"Suburban",4,486.26,11.3,40000,"No",3780,6,0,1
"1523",62.44,0.6339752006,0.2506151228,"HIGH",11103,367,"Suburban",4,292.97,12.215,46000,"Yes",4129,7,1,1
"1524",60.48,0.5610393347,0.3398325324,"LOW",10720,346,"Suburban",4,1258.95,11.6625,49000,"No",3400,5,1,1
"1525",66.14,0.3925572791,0.5440498736,"LOW",10689,480,"Suburban",4,769.92,10.815,45000,"Yes",4800,8,2,1
"1526",59.82,0.6855579982,0.2436081635,"HIGH",13636,461,"Suburban",4,447.21,11.0925,50000,"No",6000,9,3,2
"1527",82.03,0.4310141646,0.5288721492,"LOW",7931,375,"Emerging suburban",3,436.87,11.953333333,40000,"Yes",4031,6,3,2
"1528",44.74,0.4794400994,0.4236648652,"LOW",8031,322,"Urban",3,850.64,11.75,44000,"No",4076,4,3,0
"1529",33.02,0.7336022723,0.163783806,"LOW",8913,392,"Suburban",4,464.16,12.8075,42000,"No",4000,7,2,1
"1530",23.83,0.5923163727,0.2494378972,"HIGH",6459,378,"Urban",3,578.56,11.463333333,42000,"No",3600,6,2,1
"1531",70.59,0.8138833562,0.0774398968,"HIGH",10964,369,"Emerging suburban",4,1295.39,11.535,47000,"Yes",3750,5,1,2
"1532",33.99,0.4483883446,0.2602068021,"LOW",16379,542,"Suburban",5,435.93,12.148,56000,"No",5198,11,2,2
"1533",90.46,0.9620623806,0.0082325483,"LOW",7322,268,"Emerging suburban",3,1371.58,12.47,46000,"Yes",4425,9,3,2
"1534",76.55,0.9594177584,0.0110043668,"HIGH",12103,471,"Emerging suburban",3,1274.25,13.266666667,46000,"Yes",4500,6,2,1
"1535",35.72,0.8910056545,0.035921894,"LOW",6343,281,"Emerging suburban",3,712.95,10.753333333,42000,"No",4834,8,3,1
"1536",75.31,0.9644168872,0.0069902453,"LOW",12804,592,"Emerging suburban",5,589.56,11.794,49000,"Yes",3710,6,1,1
"1537",83.07,0.9457529575,0.006128104,"LOW",8626,336,"Emerging suburban",3,1407.37,11.626666667,43000,"No",4878,8,4,1
"1538",92.15,0.849768904,0.012322,"HIGH",11483,331,"Emerging suburban",3,2403.9,11.383333333,44000,"No",4003,18,7,1
"1539",18.33,0.7394473224,0.0530779664,"HIGH",14139,367,"Suburban",5,1381.47,13.206,48000,"No",5000,8,2,3
"1540",102.57,0.8627636383,0.0088251517,"HIGH",14427,578,"Emerging suburban",5,1062.26,11.936,51000,"Yes",5000,8,7,1
"1541",46.92,0.7054726583,0.0427645765,"HIGH",12673,292,"Suburban",4,1970.1,12.33,47000,"No",4478,7,3,3
"1542",33.2,0.7553598554,0.0381871671,"LOW",13841,313,"Suburban",4,1610.27,11.7625,43000,"No",3710,10,5,5
"1543",41.21,0.5672173767,0.1017345969,"HIGH",15514,498,"Suburban",6,1419.29,13.176666667,50000,"No",4450,6,1,2
"1544",66.42,0.8670029242,0.0081227856,"LOW",13767,466,"Emerging suburban",4,1615.85,12.24625,55631.25,"No",5000,10,2,2
"1545",40.34,0.7062520603,0.0442167496,"LOW",13034,352,"Urban",3,856.05,12.116666667,51000,"Yes",3900,9,6,4
"1546",74,0.7889453218,0.0343385446,"LOW",15228,529,"Suburban",7,1215.02,12.6,60000,"Yes",4852,13,5,1
"1547",51.65,0.515193016,0.1414304386,"LOW",15525,551,"Urban",5,829.14,13.022,50000,"Yes",3594,7,2,2
"1548",21.63,0.5704510352,0.0918395277,"LOW",14586,413,"Suburban",5,1140.04,12.202,48000,"No",4579,9,4,3
"1549",131.49,0.5002731544,0.0040062643,"LOW",12370,460,"Emerging suburban",4,935.38,11.795,45000,"Yes",5200,4,1,2
"1550",49.08,0.5634253792,0.1311029612,"HIGH",15411,697,"Suburban",4,908.76,12.05,49000,"Yes",4770,6,2,2
"1551",62.1,0.5846034854,0.122302909,"HIGH",14681,412,"Suburban",5,850.67,13.94,53000,"No",4275,7,0,1
"1552",57.85,0.8354442808,0.022533137,"LOW",10321,346,"Emerging suburban",3,1052.59,12.136666667,41000,"No",4000,5,1,3
"1553",102.33,0.7804889849,0.0035641712,"LOW",13326,494,"Emerging suburban",4,981.62,12.7275,46000,"No",6200,4,0,1
"1554",91.9,0.6536181065,0.0164275847,"LOW",16072,600,"Suburban",5,1071.97,11.084,48000,"Yes",4800,6,2,0
"1555",51.43,0.9197944998,0.0492898157,"LOW",19691,763,"Emerging suburban",5,900.3,11.462,56000,"Yes",5560,8,0,1
"1556",61.22,0.8283624331,0.1083511125,"LOW",13029,638,"Emerging suburban",4,710.82,11.4775,52000,"Yes",5000,10,0,2
"1557",85.6,0.8927132772,0.0442308459,"HIGH",17818,696,"Emerging suburban",5,744.98,11.662,58000,"No",4500,16,3,1
"1558",118.92,0.866775332,0.0290854169,"HIGH",11764,363,"Emerging suburban",5,1605.51,10.812,44000,"Yes",5218,22,5,3
"1559",58.84,0.72793353,0.0275720339,"LOW",14294,516,"Urban",4,1182.78,11.6375,48000,"Yes",5107,8,3,1
"1560",80.77,0.6761118548,0.1683920869,"HIGH",10542,352,"Emerging suburban",4,1169.19,10.625,44000,"No",6875,5,4,1
"1561",47.54,0.9475365387,0.0089141456,"LOW",12595,481,"Suburban",5,625.58,12.066,44000,"No",3920,5,3,1
"1562",12.13,0.4177258717,0.1433435046,"LOW",11508,357,"Superurban",4,1317.32,11.825,49000,"Yes",4000,12,5,1
"1563",48.5,0.6642522164,0.2535815238,"LOW",9734,357,"Emerging suburban",4,1175.8,12.64,58234.13,"No",4188,5,2,1
"1564",111.39,0.9288648536,0.0199677604,"LOW",13971,601,"Emerging suburban",4,641.32,11.2425,50000,"Yes",4560,9,2,1
"1565",75.99,0.5112767488,0.4088908966,"LOW",10577,388,"Suburban",4,712.76,10.375,43000,"No",5700,15,4,1
"1566",37.06,0.7928433173,0.0646285175,"LOW",10482,353,"Suburban",4,898.47,11.805,47000,"Yes",4294,8,2,1
"1567",13.17,0.2413620627,0.6217809611,"LOW",10566,272,"Superurban",4,320.79,11.87,44000,"Yes",5000,15,3,2
"1568",11.71,0.3379055557,0.5144538903,"HIGH",15431,329,"Superurban",6,1292.77,12.548333333,54000,"No",5000,12,4,1
"1569",22.04,0.25905896,0.324912959,"LOW",16872,404,"Superurban",4,928.82,13.1275,53000,"No",4350,7,1,1
"1570",80.67,0.635809893,0.2811285983,"LOW",10006,364,"Suburban",4,499.47,11.0725,41000,"No",5000,9,2,3
"1571",122.27,0.6482908071,0.0577383096,"HIGH",12789,499,"Suburban",5,1506.15,13.766,0,"Yes",4000,7,2,2
"1572",46.44,0.6820573237,0.0729511368,"LOW",13321,418,"Urban",4,757.39,11.89,46000,"Yes",3600,7,1,1
"1573",14.31,0.5943750615,0.0208476743,"LOW",14672,555,"Superurban",5,398.27,14.14,0,"Yes",3680,3,0,2
"1574",3.62,0.6308248748,0.1253130767,"LOW",8683,289,"Superurban",3,746.01,12.176666667,45000,"Yes",4012,10,1,4
"1575",15.23,0.6523711862,0.1243608473,"LOW",8469,236,"Superurban",3,587.25,12.113333333,44000,"Yes",3890,6,0,1
"1576",68.34,0.5797693979,0.2833286916,"LOW",7705,279,"Suburban",4,511.71,11.5275,45000,"Yes",4072,13,7,1
"1577",14.93,0.3267360937,0.3432322231,"LOW",5227,209,"Superurban",3,1123.19,13.586666667,43000,"No",4385,3,1,1
"1578",23.04,0.4429126253,0.3883306754,"LOW",11619,435,"Superurban",4,1362.38,12.44,48000,"Yes",5075,19,7,0
